iteration,mean_return,sharpe
325,-0.0008774629716467565,-3.0128582630836136
326,-0.0007974532823014912,-2.895180904940087
327,-0.0007160485328787303,-2.6986687377286165
328,-0.0004441826109262074,-1.7516871262552431
329,-0.0006384693881616595,-2.264628359107578
330,-0.00024052408906947805,-0.8683666739378173
331,-0.00043865584856172754,-1.6947347030571307
332,-0.0006118163583821032,-2.4619061148654393
333,-0.0007283490382988835,-2.81639063752263
334,-0.0004308848875650502,-1.657725775415791
335,-0.0005632358708101932,-2.0891762222634593
336,-0.0006853347883578877,-2.5587357433825404
337,-1.8522036610874935e-05,-0.07101103385209355
338,-0.0007148552751529668,-2.790112272441476
339,-0.0007844661793834619,-2.904609107800809
340,-0.00044051633241433424,-1.6644655561858916
341,-0.0005171670162356568,-1.9449774541886462
342,-0.000457711052134931,-1.6699096684830759
343,-0.0013277270411397115,-4.814615217988839
344,-0.0004493683591854478,-1.7250631540903032
345,-0.0009351173424767487,-3.456265055422866
346,-0.0005003584109498329,-1.8914587416551658
347,-0.0001534815377683902,-0.5835639850188316
348,-0.00098254934434585,-3.8444403668618565
349,-0.001080607470750295,-3.9268387155515594
350,-0.0006127518167377252,-2.0874455203505664
351,-0.0008692849418251504,-3.1590784195671975
352,-0.0010644469590665986,-3.5620687780831752
353,-0.0006847489713588224,-2.6884294463396694
354,-0.001206044995759337,-4.203953118582967
355,-0.0009124370028121357,-3.464038876767509
356,-0.0007659758618447086,-2.5376003623464087
357,-0.0006244453518353631,-2.1777744253998845
358,-0.0004716492848741224,-1.7489795410756357
359,-0.0009235107797841493,-3.549603230666831
360,-0.0004765405615649455,-1.6789051701032103
361,-0.000746153181101946,-2.6823017104380398
362,-0.0007576196798732259,-2.730039491077435
363,-0.0009206302670828234,-3.4773208131161764
364,-0.000400393786642758,-1.4613541340343401
365,-0.0006117969503679102,-2.297774914463017
366,-0.00016729487465684176,-0.6172336882490242
367,-0.0006727267251414945,-2.5968842991447643
368,-0.0008982407905898156,-3.1971237580744654
369,-0.0006791668546977584,-2.5373948941882323
370,-0.0003626448190806584,-1.3820886223775528
371,-0.0009775881925423765,-3.270119437100762
372,-0.0009146885133365541,-3.18410206641974
373,-0.000716914068657507,-2.4354796959112126
374,-0.000550129581872016,-1.9822557603478717
375,-0.0010717619073354946,-3.919801934643661
376,-0.000703863961755791,-2.6305758210144474
377,-0.00029267952363632783,-1.0716828233104903
378,-0.0008982120242757242,-3.341703216172986
379,-0.00046929285169653383,-1.7087424271756297
380,-0.0006683285446585587,-2.5938668177133413
381,-0.0010462564611768588,-4.021875972881492
382,-0.0007614371492682117,-2.8684145991440393
383,-0.000834987596938141,-3.1516103813684957
384,-0.0007840269985017974,-2.8532735068744093
385,-0.0009419978909580353,-3.5485137601944245
386,-0.000557583533573315,-2.163255666059186
387,-0.0009589338148346708,-3.5259286110540016
388,-0.0005543237204222599,-2.018594770897518
389,-0.0006478478547554828,-2.3064390918623885
390,-0.00035853933624483043,-1.413630345989815
391,-0.0004385759393485991,-1.604028162055357
392,-0.00040261744690120926,-1.4819519002804453
393,-0.0005333650127289641,-1.8811225744121274
394,-0.0011030997083222376,-3.9648175662343816
395,-0.0009583640260724612,-3.4490775863458727
396,-0.0002414243194814606,-0.9312247175612072
397,-0.0008082627164113581,-3.048388627889876
398,-0.0007867744715772409,-2.995795488910924
399,-0.0008405944846036277,-3.014426358771099
400,-0.0007999246830223945,-3.0530150780914207
401,-0.00036260249322852883,-1.40309348497116
402,-0.0008769306974731303,-3.251694464327365
403,-0.0008330873725773349,-3.1522721679735963
404,-0.000567808885510837,-1.987002097775306
405,-0.0005906541640678886,-2.3693701715310485
406,-0.0008875390761292776,-3.3574333989858
407,-0.0002863133975953582,-1.0469139151625064
408,-0.0010420162969563705,-3.7851990160008255
409,-0.0003175547335146039,-1.2269795152519067
410,-0.001027128688833921,-3.7571155617571854
411,-0.0005357534891239079,-2.072371812757515
412,-0.0008893471841039445,-3.4645045231403766
413,-0.0002785752777730122,-0.9793249583817277
414,-0.00011385969285091533,-0.4349541467959472
415,-0.0005917103942279446,-2.1306589888190453
416,-0.0009095515297929383,-3.2186513085763577
417,-0.0007127196907418876,-2.798731884035631
418,-0.0003769913294658331,-1.4150072252410701
419,-0.0008993975197339508,-3.4303529903437764
420,-5.8025884740693266e-05,-0.21781944125706906
421,-0.0007758396669074626,-2.652178694464279
422,-0.00018288233200870928,-0.7254271106799333
423,-0.0008967028307853908,-3.411067677466838
424,-0.0006756818188826081,-2.607712755079268
425,-0.0007938456363975265,-3.0572391749947427
426,-0.0008823669977333908,-3.379561139775785
427,-0.00032129322210257646,-1.2811976018464162
428,-0.0006286087387840599,-2.332664825053083
429,-0.00035519439321126105,-1.347445829587245
430,-0.0006577074097084984,-2.445459312655458
431,-0.0001311471304163908,-0.5112066522775075
432,-0.000588030084206524,-2.1460615640436322
433,-0.0008490708870477769,-3.1065234197714586
434,-0.0004880340537873963,-1.8432085789412023
435,-0.0010023672908158487,-3.3216796843500647
436,-0.0004853023554648272,-1.7951099932140384
437,3.4210492419316713e-05,0.13016306417264353
438,-0.0006379065910221757,-2.4394334430627223
439,-0.0007994749726031752,-2.8682974957245704
440,-0.00015703220707533278,-0.6105132750774185
441,-0.00037863849210858033,-1.3663473747048336
442,-0.0009415478334757764,-3.487055882235431
443,-0.001017637190962448,-3.560923200340604
444,-0.0008567464361621581,-3.1710013307030307
445,-0.0007156294459207022,-2.853526820248001
446,-0.0003493173726800289,-1.3708204789092604
447,-0.0005979324072422068,-2.2498631875405426
448,-0.00040800802802753083,-1.4974211847334498
449,-0.0006073628761520611,-2.2300828663554313
450,-0.0008546996222185096,-3.187407298788227
451,-0.0005100431916578686,-1.7775969710746793
452,-0.0009128339413579594,-3.1398782376823786
453,-0.0005762006072833651,-2.1262704501862477
454,-0.0005974569165015917,-2.329659244044601
455,-0.00023353921950062463,-0.8753600813910271
456,-0.0007212360887601732,-2.666650540630966
457,-0.0006697930557067022,-2.638566580187214
458,-0.00020534571505538804,-0.7639729934791428
459,-0.00048824217987593674,-1.7257052346051913
460,-0.0007212923834052212,-2.8322283116975946
461,-0.0007095701836902658,-2.6244808090239498
462,-0.000994876266199266,-3.513700068190012
463,-0.0007326360190293348,-2.7308382565441662
464,-0.00020755759992440993,-0.7904180338562711
465,-0.0005423595869351764,-1.9913472233865928
466,-0.0006935310039648969,-2.699597502628763
467,-0.0008396643354496666,-2.8834354551161274
468,-0.00047304618008437723,-1.7434702793248689
469,-0.0005590386775333503,-2.1610986321800234
470,-0.000389228787030026,-1.3720278956347585
471,-0.0003303827689553399,-1.2632789993233535
472,-0.0006943822458490669,-2.581412241546974
473,-0.0009875610061421045,-3.7285227621799266
474,-0.0007140344614936446,-2.762581216589189
475,-0.0013425959580801,-4.540181659641419
476,-0.0002871402686512447,-1.1161231532821843
477,-0.0003773738665172815,-1.4152602008652313
478,-0.0005994807331463549,-2.2551075881214127
479,-0.0002973622782168044,-1.113283400250331
480,-0.0008761708497826218,-3.0493098988105864
481,-0.00033292433682001937,-1.305112927431901
482,-0.0007888195222454712,-3.048392987195492
483,9.121052793296586e-05,0.35050288659418144
484,-0.0005154897147455953,-1.9864442946369734
485,-0.0007598944688336284,-2.8558150699598075
486,7.077758773967678e-05,0.24929710758291249
487,-0.0006260221614727383,-2.300601150388693
488,-0.0009339505386115362,-3.6118662787570615
489,-0.0006507373856447937,-2.537956564899319
490,-0.0006885046582135241,-2.6966715696300647
491,-0.0004662422582266241,-1.8424004930860396
492,-0.0005767460888647528,-2.1207016211072585
493,-0.0007517940204178468,-2.741976402363099
494,-0.0003030570710051796,-1.1928592665797495
495,-0.0004029239630561959,-1.5848522997759276
496,-0.00032424542481656406,-1.220235005054379
497,-0.0006638493972564057,-2.352140745146302
498,-0.0010528078410402,-3.8559356262995084
499,-0.0005192357451169181,-1.9031437754976621
500,-0.0005000190850063386,-1.8857099451416934
501,-0.0006705547191524252,-2.430775981596775
502,-0.0006563462123810685,-2.3260341361879266
503,-0.000778452863621887,-2.9419811863162493
504,-0.0007166415264476022,-2.7723550561668224
505,-0.0007145394728461756,-2.8263066638425576
506,-0.000862620333697838,-3.334593480280028
507,-0.000336611476139691,-1.297047376206066
508,-0.0005564138261975739,-1.996990703430098
509,-0.0010180323497044881,-3.954792547103802
510,-0.0004807444590297313,-1.7451728784693321
511,-0.00032115420212155683,-1.2196378502366092
512,-0.00023697814588866,-0.9182025530207714
513,-0.000414658291057035,-1.6522988668541085
514,-0.0008016127947683573,-3.088267420027823
515,-0.00033723446007968177,-1.2415450542352944
516,-0.0007032164687276998,-2.6647191621350896
517,-0.001057581135361961,-3.7819130445733236
518,-0.0011069656311327412,-4.00168438295165
519,-0.0002704041990433349,-1.009828330944081
520,-0.0008806468624695095,-3.3583660896306906
521,-0.0009125085493979154,-3.199832367976448
522,-0.0009669803643343929,-3.7342638188945347
523,-0.00031821873448260174,-1.2574722770850608
524,-0.0004743851507008778,-1.7339497044575203
525,-0.0010450022548632318,-3.7809341167336377
526,-0.00019350808697536282,-0.7055143263356295
527,-0.0007193941894218496,-2.7228149501132783
528,-0.0004181480289341824,-1.6473375950536706
529,-0.0005940436891434191,-2.297744065237272
530,-0.0003320917567863175,-1.231600944023104
531,-0.0007234887308940289,-2.656824903665027
532,-0.0010498201592572221,-3.940851871011119
533,-0.0009536406260358954,-3.70854075957318
534,-0.00046195468117423533,-1.7337639569632386
535,-0.0008180714283077179,-3.1202104272178115
536,-0.00015638041957212972,-0.5673048055507367
537,-0.0006300577905340756,-2.3078573280254964
538,-0.00042307896551147585,-1.541598208294671
539,7.87486409015769e-06,0.030469302928480716
540,-0.0006480599575852049,-2.4209103784706483
541,-0.0008476629315022601,-2.95788983217821
542,-0.0005833268860195391,-2.3450580138580666
543,-0.0002095406716225792,-0.8106013174910466
544,-0.00047764469193699283,-1.7891042374987254
545,-0.0006256568086044071,-2.264843298388594
546,-0.0006035565076938357,-2.335057281195679
547,-0.0002905232928013912,-1.1097185885200975
548,-0.0009167250717133054,-3.476110486519811
549,-0.0009608986938667738,-3.486849703150605
550,-0.000611028389404814,-2.394571363613421
551,-0.000824076382103376,-3.0648761151655206
552,0.0001503383249713145,0.600703024245276
553,-0.0003023904295249763,-1.1405706661034958
554,-0.000880111950879236,-3.074670720249935
555,-0.0006538186201788527,-2.3846282807134296
556,-0.0005468673110011089,-2.1239675277466437
557,-0.0005241734369678781,-2.004293779899648
558,-0.0011455833089778478,-4.248304181104632
559,-0.001389207669893279,-4.97692141279147
560,-0.0009059599377580214,-3.2172030698901875
561,-0.00024268229139156206,-0.931018755355988
562,-0.0008768470043915442,-3.0873601922509417
563,-0.0006518444688694059,-2.3693792909483236
564,-0.0004909226483345866,-1.9186096903246666
565,-0.00047845562361281636,-1.7255829255710842
566,-0.001198297811808696,-4.4444102121088145
567,-0.0006331445412736739,-2.1194474243320127
568,-0.0007091802332009007,-2.7103027240201976
569,-0.0006426592961915083,-2.501281002126722
570,-0.0003951581532878295,-1.4675457443561157
571,-0.0004495274260195507,-1.7110068978062125
572,-0.0002655259096388204,-1.0163587950391404
573,-0.0006133909920182948,-2.2756307454753775
574,-0.00045230147037302065,-1.6769432503810358
575,-0.0005686523367135056,-2.1654887364012585
576,-0.001014128625413215,-3.6547797745911597
577,-0.0010794463235301915,-4.095953844364602
578,-0.0006393709769836668,-2.359442140827166
579,-0.0005161894182229182,-1.8756560043194588
580,-0.000977212577214221,-3.6899810950188003
581,-0.0004329845747615896,-1.6989381272586435
582,-0.0007081014811380861,-2.783088442298064
583,-0.0009568839680001834,-3.605837799846417
584,-0.000943191418855683,-3.6125928177708375
585,-0.0012759099299452282,-4.607295877203982
586,-0.0009342537850916071,-3.4979442769757765
587,-0.00081901441102552,-3.3096534092013385
588,-0.0008720198370012224,-3.1821713148266624
589,-0.0012663974354288235,-4.643518961384012
590,-0.0004882900450942522,-1.6355242356997128
591,-0.00043253388685851547,-1.6811417787025735
592,-4.9404955833579613e-05,-0.17808467201756994
593,-0.0005856455193474462,-2.2388933343216717
594,-0.0010342266881579723,-3.797814178666274
595,-0.00036584133627408225,-1.358788641019152
596,-0.0007806751284676251,-2.9729026234825215
597,-0.0005490158471048811,-2.086149321624944
598,-0.001091264934070629,-4.14417725508882
599,-0.0010483402131288922,-3.6655916926647234
600,-0.0005131168839856924,-2.022750124725589
601,-0.00035103410460768397,-1.3240063427725357
602,-0.00025147799662359057,-0.9637205719286901
603,-0.000999754320118933,-3.5148545584216855
604,-0.0006788243826787924,-2.650974915395511
605,-0.0009870715410305834,-3.655799689420395
606,-0.00041054075097907427,-1.58843717767353
607,-0.0001532251513152612,-0.5891566516397287
608,-0.0010926023308374389,-3.9735710242105826
609,-0.0008362112044366278,-3.0711254337222713
610,-0.0008298375396810775,-3.1213949952775133
611,-0.0007952407837966095,-3.0405652608780924
612,-0.0005991716251151962,-2.214457532660521
613,-0.0007528378908553831,-2.862854013594778
614,-0.0012133078159532514,-4.241618633308079
615,-0.000495335579459822,-1.9559824470467873
616,-0.000548024390450645,-2.0429834844752435
617,-0.0009853038726883696,-3.539088721422868
618,-0.0002516376630532081,-0.9846571518241742
619,-0.0007152237255389452,-2.6003660064740335
