iteration,mean_spread
195,-0.00019105653195206044
196,-0.0001382938532688078
197,-0.00015629445424006341
198,-0.00034819940981876545
199,-0.00012813413098614705
200,-8.729309677200132e-05
201,-0.00021920379580345044
202,-0.00032985138475499277
203,0.0001176312628198864
204,1.9381096244408584e-05
205,-0.00015351394994439144
206,-1.3018934432746083e-07
207,-0.00019695076794987867
208,-0.0003858454015406119
209,-0.000310717339890217
210,-8.55120209201539e-05
211,6.675345109809776e-05
212,-0.00019651362355767085
213,0.0001322043930735135
214,4.406450619000431e-05
215,-0.00012150207000548222
216,0.0002564012525378193
217,-0.0002282718526173669
218,1.432876616226121e-06
219,9.816610818188013e-05
220,-8.657213180414809e-05
221,-9.328836686118677e-05
222,3.9467824050214506e-05
223,5.351894560429734e-06
224,-8.61932771077497e-06
225,-0.0005124424867297994
226,5.826248126789986e-05
227,-0.00030729619023018196
228,-0.00042068456049116314
229,0.00013176280679806616
230,0.00012019771722363636
231,-0.0002553649953520824
232,-9.788408093156085e-05
233,-8.071019755311637e-05
234,-0.00015475128379204928
235,-0.00012016640343357221
236,-0.0003455816404901314
237,6.540988337089177e-05
238,-5.8202848006784255e-05
239,-6.448909090761042e-05
240,-0.00010192006527922289
241,3.1786591097291966e-05
242,-8.404951101477075e-05
243,-0.00033533270432983277
244,-0.0002859312361770568
245,9.077823354030861e-05
246,-0.00034508128669995085
247,0.00015510223218469783
248,-4.0593519829962085e-05
249,-0.00027946465381575267
250,-6.9376345276147e-05
251,-0.0003757664651226114
252,-5.982183116797726e-05
253,-1.863207765275748e-05
254,-6.439839858574139e-05
255,-0.0003147285999981941
256,-0.00012913027668647582
257,-8.603711246857643e-05
258,-9.500071423003711e-05
259,0.0001519392754200933
260,0.00021364534145217553
261,-0.00024448625304497574
262,-0.00013869170241241694
263,-8.555458167480876e-05
264,-0.00018001087352080203
265,-0.00030325869710773573
266,-7.740353425062419e-05
267,-0.0006171311258923822
268,-0.0003636932978963015
269,-0.00019610584504108574
270,7.820224996332343e-05
271,-0.00010863674272980749
272,2.3102169971408577e-05
273,-0.0003430920163897221
274,4.586237300160615e-05
275,-0.0003069526192566654
276,-0.00024060895124921442
277,-0.0004129498152367394
278,-0.00011498667213781765
279,-0.00016044893063486184
280,-3.188835867116693e-05
281,-9.936641576816971e-05
282,-1.9184893699011877e-05
283,2.03197482334166e-05
284,-0.00013485303498288453
285,-0.00010676886722960215
286,-9.767371044140817e-05
287,-0.00026274662438458636
288,7.986071135348715e-05
289,1.7792045748905005e-05
290,-0.00042871873644576263
291,7.752180722470387e-05
292,-7.120825721015485e-05
293,-0.0001373822369821828
294,-0.00025136786671013515
295,-5.8188498172675454e-05
296,-0.00013410360677061043
297,-0.00014699067630976836
298,-2.813305977309221e-05
299,-1.0757262634418381e-05
300,6.792307881226907e-05
301,-0.0002166872220288399
302,-0.00015442621808408542
303,-0.0006352473505755861
304,-0.0003789087442501616
305,-0.00010621970418572647
306,-4.044713428897715e-05
307,-0.00015457211375596955
308,5.50887107877684e-05
309,1.418407925005209e-05
310,-0.00020895417904197107
311,3.7816299387790436e-05
312,-0.00011602131535910979
313,-0.0006043841070899697
314,1.5108381848699199e-05
315,-0.0003027648219014256
316,-0.00010254898760557705
317,-0.0004683554044174885
318,0.00010562764627616585
319,1.7230718210626587e-05
320,-5.363657941845822e-05
321,-0.0004382260866628493
322,0.00025437984894578135
323,-0.00016102858414757413
324,-0.00026573635853093533
325,3.4208476515877404e-05
326,-4.848001368952891e-05
327,2.5612591986205043e-05
328,-1.4785462552306053e-05
329,-0.00026803022729936834
330,-0.00023381734205344195
331,7.476822194283579e-06
332,-0.0002215356293811725
333,-0.00016471644599646605
334,-0.0003605628705892542
335,-0.0001308667605149204
336,1.5957350697291075e-05
337,9.178739921434373e-05
338,-7.171596629112779e-05
339,7.970721650371387e-05
340,-9.541098178086248e-05
341,-0.00017558791638205612
342,-0.00017994068449593456
343,-0.00017702095798358288
344,-7.503467164941505e-06
345,-0.0004030284475270489
346,-0.000457642115996633
347,0.0002958593297314255
348,2.7478525477513617e-05
349,-0.00011354128502054745
350,-0.00028638307121442913
351,-0.0003628807181228584
352,-0.00028435185435903444
353,-0.0001841263553369328
354,0.00010459086816969138
355,-0.00020701197324166995
356,-6.205118940055499e-05
357,-9.648386900616005e-05
358,-0.00021142960242741536
359,-0.00041950620143533043
360,-0.00016383121470257264
361,-0.00024378213858499448
362,-0.00016815257923144018
363,-9.826508811485364e-05
364,-5.788627960782703e-05
365,-9.547151391930666e-06
366,-0.00012415223468896812
367,-8.00631716031989e-05
368,-0.0001985613018867288
369,1.782986167102535e-05
370,5.6211206819997104e-05
371,-0.0005497077784357555
372,-6.185310668949538e-05
373,-8.600275904756465e-05
374,-0.00017330138391640187
375,-3.1080280568187546e-05
376,-4.3694003104099353e-05
377,0.00010488459140430074
378,-6.720354739144998e-05
379,4.21284181928107e-05
380,-0.00021350848350212582
381,-3.6115212827400616e-05
382,9.935694675029821e-05
383,6.216006750928549e-05
384,-5.1598131004380815e-05
385,-2.784845860800273e-05
386,-9.892076446293361e-05
387,-0.0001200444106061463
388,0.00035684967007904614
389,-0.00011014947026027812
390,-0.00010828314768338177
391,0.0002696472549684967
392,-0.00027339619932406346
393,2.9031705997296184e-05
394,-2.6907862693745967e-05
395,-0.0001523985543431795
396,7.26748092682094e-05
397,4.684976912897203e-05
398,-0.0002392419660874507
399,-6.373949681394299e-05
400,-5.274891732527268e-05
401,-0.00010641161412725318
402,-5.302030777418091e-06
403,-0.0004027655552783499
404,-0.00027770678580254685
405,-0.000246728431033324
406,1.606551995824091e-05
407,-6.20794247813437e-05
408,-0.0002191161829822982
409,-4.3231986738255e-05
410,-0.00010275388393111396
411,2.0338073891215992e-05
412,-0.0005595313473136747
413,-0.0004606672228779242
414,6.73994782766605e-05
415,-0.0001832372608851836
416,-0.00010684922514531113
417,5.6710776320228585e-05
418,-0.00018131897892159388
419,-0.00022920238708113263
420,0.00013787476559695024
421,-0.0003783583684913259
422,-0.0002875389511890164
423,-0.00031048597832489803
424,-0.00014033319983457765
425,-1.3101127337009805e-05
426,-0.00022758617418865382
427,-0.00024562916375498513
428,-0.0002863607848342277
429,-0.00032463330609595566
430,-0.00022608983047521514
431,0.0003038986056834114
432,-7.964973916756153e-05
433,-0.00032317339726756596
434,-0.00016043629666108954
435,-6.314734710048721e-05
436,0.00023420860557449446
437,-0.0003086096701776455
438,-0.00013476709687104083
439,-0.00012602583585701252
440,0.0001176719091830636
441,-7.830005666226256e-05
442,-0.0003240437216264241
443,-0.00021382162951528945
444,-0.0003838161558316209
445,6.039666887846814e-05
446,2.448915995305293e-05
447,5.5960733363604144e-08
448,-0.0002284688382803738
449,-0.00013421984764467286
450,-0.0003361842470101425
451,-4.1937411746332425e-05
452,-0.00019586707642429337
453,6.81020800639858e-05
454,-0.00029118875812567016
455,4.203290317775505e-06
456,-0.00011772468481746992
457,-6.552034660046229e-05
458,0.00027029565425451226
459,-0.00014345029750867738
460,-0.0003441318806726091
461,-0.0001559444257223353
462,-0.00043789667413071106
463,-5.970856170808403e-05
464,4.9273075168571204e-05
465,-0.0003006472998847837
466,0.00010018837291276382
467,-0.00021388089096624453
468,-8.53241569907112e-05
469,0.0003460665985892305
470,-0.00020500473921842625
471,0.00017386123106254974
472,-5.5595267112646386e-05
473,3.302318057305919e-05
474,-9.027938249324067e-05
475,-0.00010652661957270918
476,-7.289920131041476e-05
477,1.7417771738107476e-06
478,-6.791114943816609e-05
479,-0.0002300271492740367
480,5.300390450193353e-05
481,-8.553109473526647e-05
482,-0.0003715487151928058
483,-1.8397047903268575e-05
484,-6.498757440710087e-05
485,-0.00018654370478583612
486,1.0046568840575994e-05
487,-1.3218470038270783e-05
488,-0.00010820626508132195
489,-0.00027404280607594146
490,-0.00031578422861493227
491,8.026344214592857e-05
492,-9.76354082655752e-06
493,-0.00018442717453876335
494,-8.18347502892828e-05
495,-0.0003087922271079831
496,0.00011277587089901546
497,-3.682302265130858e-05
498,-5.283577808142072e-05
499,4.8288111549264565e-05
500,0.00011917814501298964
501,-4.767619692169949e-05
502,-0.00029200712913661524
503,-0.00019957441730174936
504,-0.000250297657082896
505,-0.00028323396562923594
506,-5.640307104831003e-05
507,6.41003341292612e-05
508,-0.00020247332533934867
509,-9.807143062810413e-05
510,3.754800633818147e-05
511,-4.890668280020741e-06
512,-3.1978001232199155e-05
513,0.00010847241841046415
514,-0.00030153497397585234
515,0.00015190718629092386
516,-0.00025300765009311126
517,3.69559932040708e-05
518,5.7409152393129954e-05
519,-0.0001887539850197238
520,2.040707191984617e-05
521,-0.00015826834637677715
522,-0.00022275859747497684
523,4.7178206811379655e-05
524,8.561296723766426e-06
525,-0.00023155651218985092
526,-0.00018635616641557193
527,-0.0004028552810526995
528,-5.6114964188712045e-05
529,-0.00038511170738948335
530,0.00010800654341150471
531,-0.0003902111604851379
532,-0.000339490141015353
533,-0.00036024121599599867
534,-6.978089973003046e-05
535,-0.0002173207620156833
536,7.331419925094007e-05
537,0.00011753320958837248
538,5.743290402176879e-05
539,-0.00030158837125242126
540,-0.00010094411426744688
541,-0.0001989636494188019
542,-0.0001347049927132676
543,-0.0003016788934973679
544,-0.0002512930410919365
545,6.665117446130702e-05
546,-0.00017534492747889134
547,1.9424434879664695e-05
548,-0.0003870235402234211
549,-0.00026363568596008514
550,-7.5069656767909e-05
551,-2.1374182401970432e-05
552,4.420437436826826e-05
553,-0.0001686957940458873
554,-0.00011987303957993157
555,3.7347697686600455e-05
556,-0.00020227624479848518
557,0.00012097268550576979
558,-9.2124825864803e-05
559,-0.00027210253723895014
560,-0.00021276711827591165
561,-7.706943757398001e-05
562,0.0001740093518522076
563,-0.0003154782008772155
564,-5.658754107368069e-05
565,-0.00010772932741212615
566,-0.0003691451822370348
567,5.9513546492041715e-05
568,-0.0001694067819045963
569,0.00014425067536563536
570,-1.556136519210571e-06
571,-9.270676567539119e-05
572,0.00011806536871409959
573,6.221723925395723e-05
574,-0.0001467480286953473
575,1.5691054432349815e-05
576,-0.00018602605889755908
577,-0.0003870574090399438
578,-0.00014597990624861274
579,-0.0002503637622274408
580,-0.00020507747302070842
581,6.947568076065917e-05
582,-0.00019879060792082724
583,-0.0001838941527014869
584,-0.0001546656418713874
585,-0.00037248064473011886
586,-0.0001984329832520275
587,9.139257865405719e-05
588,-0.000274129744015369
589,-0.0001329362874182484
590,-0.00012925471920809865
591,-0.00031205876161656006
592,0.00024553919394241624
593,5.807166903266585e-05
594,-0.00023277423211457278
595,-0.00015382511816168986
596,-0.00014098010296091494
597,-0.000146342538169955
598,-0.0003489489199804188
599,-0.00017921940325067742
600,-0.0003574487100156076
601,-0.0001163943933541213
602,-3.9374406311807326e-05
603,7.843367024497652e-05
604,-4.972912803626817e-05
605,-2.166690306076945e-05
606,-5.538537170324009e-05
607,-2.8416365446358837e-05
608,-0.00027001794903921766
609,-0.0002539103520066109
610,-0.00012967822586437689
611,-0.00020152911220363854
612,-0.0002984745878970595
613,-5.029425098410791e-05
614,-0.00010758662232950737
615,-6.179747173555496e-05
616,-0.0001647138740164957
617,-0.0001725655911358919
618,-0.00010700210504686723
619,0.00018023431055720081
620,7.3453501920720695e-06
621,-0.00015179718343263677
622,-0.0003354040599326087
623,0.00023224056307833728
624,-0.0001682831954046809
625,0.00016707661562534077
626,-0.0003132126265397768
627,-0.0001432888744108563
628,-0.00028573677945846736
629,-0.00020932948590454096
630,0.00018185256130579344
631,-0.0004517711798345017
632,-0.0003427518581965401
633,-0.00013808953972909173
634,-0.00010950407262284054
635,8.24843147911024e-05
636,-0.0001942300148492736
637,-0.00039585548882560296
638,-1.0035698573959507e-05
639,-0.0003851408884100233
640,-0.00020084064538050702
641,-0.00012952720671465627
642,-0.0001987779292302708
643,-4.9395011519850995e-05
644,-0.00030744373147513786
645,-0.0002062307765348407
646,-0.00021257280346284824
647,9.445722114743112e-05
648,-0.00021980499132917398
649,0.00021143888327819398
650,-0.00025898450869171264
651,-0.0001055694896335325
652,-0.00024553728943918577
653,-0.00035398004984336397
654,-0.0001530001763327861
655,-0.0002162441981532231
656,-0.00022851492914828663
657,-0.000233998070345262
658,9.107990808535129e-05
659,0.0001025824099430992
660,6.741188137097965e-05
661,-0.00034407600927436623
662,-0.0003828744111724047
663,-0.0003003847779907629
664,0.00014072756956568305
665,-8.774858513730707e-05
666,0.00021363103414634167
667,-0.0002388535269180189
668,-6.535006364872932e-05
669,-0.00036660380569179124
670,-0.00014101082578776416
671,-5.199095019691557e-05
672,-0.000246081261159659
673,-3.506104964478777e-05
674,-0.00018542049600959556
675,-0.00016037293335430586
676,-0.00024293060622936289
677,-0.00025766801748709376
678,-4.6903266091639806e-05
679,-0.00019382102353819166
680,-0.0003085653979304308
681,-0.00014409643099885992
682,0.0001053673489417566
683,-0.00020725360637577272
684,-0.00027073240420841986
685,-0.00027823581060314005
686,-7.670530655557928e-05
687,-7.77926723381541e-05
688,2.0318821522682405e-05
689,3.163543764219151e-05
690,-0.00023799200417717287
691,-0.00010569013743207435
692,2.0645552297710874e-05
693,-0.00034676473787717495
694,-0.000287164885364567
695,0.00014037216060602326
696,-0.0001951784466453435
697,-0.00024078387754723933
698,0.00017840557490257883
699,1.4792130340826043e-05
700,-9.622681428170937e-05
701,0.00016553768687467966
702,4.2176973425303434e-05
703,-0.00015319054355624156
704,-0.00028003044908593805
705,6.651670048986738e-05
706,-2.354463095095143e-05
707,0.000143081063159646
708,3.0694637798724006e-05
709,-0.00014284773335520264
710,8.694599996648536e-05
711,-0.0001890072555736557
712,-0.00019406039903196683
713,-0.0002507320329794399
714,-9.515487921104821e-05
715,-0.0002641459845298208
716,-7.274526710432264e-05
717,-0.0001610747878690766
718,-0.00010774989281892011
719,-5.849296926256396e-05
720,-8.617325015719694e-05
721,-0.00012521251995432217
722,0.00018029289727796365
723,0.00014280060619473848
724,7.130122981147948e-05
725,-9.4412671992662e-06
726,0.00012737614148456092
727,-0.00020806217390019073
728,-4.508700154879814e-05
729,-0.00011160870148533356
730,7.456797197795497e-05
731,-0.00012940506270048873
732,-0.00011175931099831864
733,-0.00021484783110607082
734,0.00012179273038888226
735,-0.00029710041180653306
736,-0.00031843368074763954
737,-0.0003297082737177491
738,-8.66526523768575e-05
739,-0.000123473411737072
740,-1.5042241247096316e-05
741,-0.0002921342795786921
742,0.00015546716215561845
743,0.00010964460434651956
744,-5.3903870697229074e-05
745,2.5834072149373512e-05
746,7.488133803879756e-05
747,-0.0002856922076942861
748,-0.00025280597195229755
749,-0.00015587667063078343
750,-0.00016190063359941938
751,-0.00041594972187874286
752,-0.0006742553588794507
753,-0.00012305993970109405
754,-0.0001400813269561067
755,-4.6240887760135855e-05
756,-0.00022195025691335886
757,-0.00012594955661554303
758,-6.104952658656258e-05
759,-0.00011117253915317328
760,-0.00034123113401903366
761,4.547030529434838e-05
762,-0.0004732135913974124
763,-0.00043515295745232257
764,-2.615914371080426e-05
765,-0.00012148507644799405
766,-0.0002589145800256257
767,-0.0004894911407346
768,-0.0001586152682923897
769,-0.0001023782195538314
770,-0.00038942917465913904
771,-0.0004240467448715656
772,-0.00017151732431743238
773,-0.00017248227165753442
774,9.240746931430851e-05
775,-0.00018362549855447952
776,-7.782221863891369e-07
777,4.1388765564226925e-05
778,-0.0001921420999464491
779,-0.00022075312804293624
780,-0.00016851944503516836
781,-0.00020006000448815727
782,-0.00010779685089166807
783,2.256581876505482e-05
784,-5.5771343699758594e-05
785,0.0001069423126674689
786,-0.0002900703929469785
787,0.00010947792398988281
788,-6.971509076858726e-05
789,-1.2665996933344933e-05
790,-0.00016188443204382983
791,-1.4986903855497727e-05
792,6.34771403737497e-05
793,-0.00020385274687248345
794,-0.00033133341884023296
795,0.00012166158353090669
796,1.9034528663731743e-05
797,-3.471968325257606e-05
798,-9.751581591056925e-05
799,-9.972615661042884e-05
800,-0.0006123308381702497
801,-0.0003029698165932664
802,-0.0004116433165363185
803,0.0002698882424625282
804,-7.284273394387804e-06
805,0.00036423003923220267
806,-0.0001400786944274274
807,-0.00018278106242006637
808,-0.00030570037832809124
809,1.4537858176307415e-05
810,0.000119443572221786
811,-4.9481340776900855e-05
812,8.044216744806845e-05
813,-0.00021448707447965247
814,-7.624132735660771e-06
815,-5.472085987688773e-05
816,-0.0004754785376064467
817,-0.00016885907440802238
818,-0.00011585284099428253
819,-9.594334618064765e-05
820,-0.00016485140294157609
821,-0.0003223336637757879
822,-0.0003668555983831751
823,-0.00019519459478899783
824,-0.00027976871897276995
825,-0.00011413893520102705
826,0.00012683873923452347
827,-9.079887958140296e-05
828,-0.00010828098547858449
829,-0.0002621559197630336
830,-0.00012186146190896231
831,-0.00038076487994561915
832,0.0001586689296148406
833,-8.660594333219428e-08
834,-0.0004830859113669879
835,0.00014724489680945608
836,-0.00018788936429234553
837,-1.5249503121532096e-05
838,7.907122568179094e-05
839,-1.6819703645588928e-05
840,-4.4755926707276286e-05
841,-1.462175156471064e-05
842,-2.613804713518528e-05
843,-0.00033278679206168263
844,-5.185190071896255e-05
845,-0.00021995735210661967
846,-3.341322079418258e-05
847,0.0002352593397309704
848,-2.6738265993814286e-05
849,-0.0002620210307158265
850,-0.0004813918637007008
851,-0.00040782804190414346
852,1.8097616112910767e-05
853,-3.5254812944447184e-05
854,-0.00016726060739131318
855,-0.00023240598498199964
856,-0.00020050259772158436
857,-0.00018137477443229522
858,-1.630345871770526e-05
859,-0.0002298672417797169
860,-0.000242309691934518
861,-2.27708298012069e-05
862,-0.00025319147020434524
863,8.159703646922163e-05
864,-0.00024251126018383544
865,-0.00029055281760577753
866,-3.339510742082277e-05
867,-0.0003563879043474078
868,-0.00017189183511076472
869,-0.00015153505634117362
870,-0.00018233810679197453
871,-4.9206767711055056e-05
872,8.938840251725249e-05
873,-0.00041146310458380146
874,2.763692182021367e-05
875,0.00010032649303290986
876,-0.00034405092695879384
877,-0.0003903502494397616
878,-0.00022830535867641563
879,0.00012918532168185867
880,-0.00011236236040924559
881,7.365290723166037e-05
882,3.880755717363854e-05
883,0.00012604254366468826
884,-0.00017956482718320887
885,2.6751994089270236e-05
886,-3.237405102797804e-05
887,-0.00010201100692550474
888,-0.0002617412588165327
889,-0.00018553970137537932
890,-0.0002485544436452378
891,-0.0004042450338140669
892,-0.0003687563774602233
893,2.8544661831864513e-05
894,-4.492864587457214e-05
895,-0.00033492487857650507
896,8.046355092052001e-05
897,0.00019600275329134556
898,5.2427130881156334e-05
899,-0.00024311920207346647
900,-4.562076983955369e-06
901,-5.024327948238011e-05
902,-3.068612687027597e-05
903,-0.0003240066779982353
904,9.282402260838666e-05
905,-8.192181143386188e-05
906,-0.00030458014792800767
907,-5.990368004417479e-05
908,-0.00011097607891797151
909,-0.0002548304352677374
910,1.410611548350523e-05
911,3.4316660607329146e-06
912,0.00013127785632413057
913,-1.6444199167681923e-06
914,-3.629449430377465e-05
915,-0.00017653486473526107
916,-0.0003929601624251887
917,0.0001903653826385233
918,-4.03421905319645e-06
919,5.499126088483251e-05
920,-0.0001647032937290426
921,7.379945846885662e-05
922,-0.00024119889607769344
923,-0.00038253014457774996
924,-0.0001526723866885657
925,-0.00011651985336343635
926,-0.0002781749399793765
927,-5.0652974314170754e-05
928,-0.00012402898776066017
929,-7.869275044963205e-05
930,-0.00034101183331177544
931,-0.00019418929526464427
932,-7.35190691318452e-05
933,0.0001728321436284487
934,-3.6385948093612135e-05
935,-0.00014793758713981493
936,-0.00011078577972221819
937,-0.0001091736963690814
938,-0.0003238628390316601
939,-0.00015687315982916295
940,-0.00027758907526462154
941,-0.0002956856648912444
942,-0.0001265369940884516
943,-0.0004528746542576331
944,-0.00025430090406742325
945,-0.0002070113032689131
946,3.7033975713097423e-06
947,-0.00017828019761883385
948,-0.00020421280311406175
949,-8.69355500396363e-05
950,-0.00022942364972756515
951,-1.9334694086032256e-05
952,-9.049719674231147e-05
953,8.262376688399997e-05
954,0.00014884091584855475
955,-2.673221339294066e-05
956,-0.0001293732524517608
957,-5.8024528771404414e-05
958,-0.00020406720396253097
959,-0.0001766395526518398
960,0.0001552400242752613
961,9.550675613507535e-05
962,-0.0005011912056638248
963,-0.0003802911126914858
964,-0.0004483469481328229
965,-0.00011240778371765518
966,-0.00010612836368214437
967,5.308369410626506e-05
968,-0.00031112455339446493
969,-0.00013424193994917015
970,-0.0002700109731028442
971,-0.000490061614626284
972,-8.376763411071301e-05
973,-0.0004089806386833046
974,0.00011405963417811215
975,-0.00013673124996261331
976,-0.00021459959495376025
977,-0.00014921403304563038
978,-0.00022084845185084203
979,-0.0001388614092313008
980,0.00012071838338790806
981,-0.00022897640081573985
982,-7.704928181507837e-05
983,-7.514425100450715e-05
984,0.0002222324386942845
985,-1.91398725028624e-05
986,-7.657654841594912e-05
987,-0.00014845763312496224
988,-0.00034187956719193547
989,-4.849832169889096e-05
990,8.023083712537906e-05
991,5.922000844045955e-07
992,0.0002502140291952746
993,-3.8868831272436195e-05
994,-0.00030938169245118484
995,-0.00026874008212962727
996,6.334039128185082e-05
997,-0.00021731523419444985
998,-0.00027414218974911915
999,-6.644970405404244e-05
1000,0.00011868974519835729
1001,-0.0002896121778610243
1002,-0.00013879080311937896
1003,-0.00030651401969185126
1004,0.00013442120171614394
1005,-0.00011186780104172986
1006,-8.205983880990924e-05
1007,-0.0002165111663698458
1008,-0.00018075856173587227
1009,8.686266193919467e-05
1010,-9.882474187499807e-05
1011,-0.00013811934218582958
1012,9.493203324777349e-05
1013,-0.0002035193829086678
1014,-0.00015731050431994312
1015,-0.00013282364150803293
1016,0.0001416041698661402
1017,-7.732150188540994e-05
1018,-0.00022443333093269323
1019,-0.00014731208962404733
1020,-5.3470426378521555e-05
1021,-4.6143291063667805e-05
1022,-0.00030753519166692935
1023,-0.00011100397174758926
1024,-0.00021997011145615683
1025,-0.00020849847845444763
1026,-0.0003080730127290029
1027,7.150037919063239e-05
1028,-0.00012789469063251527
1029,-4.8695443560819456e-05
1030,-0.00020035229394719902
1031,-4.353235432361247e-05
1032,-0.00037449146790189216
1033,-0.00020623893460708798
1034,-0.0003812888565364623
1035,0.0001680430254444967
1036,-0.0005612267466789552
1037,0.0001539111648787447
1038,0.00020521113360742372
1039,-0.00018110989135932193
1040,-4.7931823777764765e-05
1041,-0.0003618896772806315
1042,-3.408829707029031e-05
1043,-0.00023625338066648864
1044,6.816302720569952e-05
1045,-5.990554814738418e-05
1046,-0.0003113732389732974
1047,-0.0002519008169027288
1048,-0.00014167045849659745
1049,-6.754045737821364e-05
1050,2.883147487677191e-05
1051,-0.00023555448116173485
1052,-0.0001714437388962399
