boot_mean
4.090988989951229e-06
-6.526310739584612e-07
8.42856797222135e-06
1.2039753230457052e-05
-1.1620019485890841e-07
1.4327916224624321e-05
-1.0453755344470017e-05
8.82957010570366e-06
1.0115587025381233e-05
-4.2644543421012343e-07
3.068076077638021e-06
8.890019877194493e-07
7.958492933503232e-06
1.343299604865612e-05
1.3513630965022493e-05
-8.330620589904254e-06
1.7339138005445228e-05
-1.093550762328456e-06
-4.958426091531557e-07
1.3615267044736241e-05
1.626752442335069e-05
7.491935942898185e-07
1.2114459793386135e-06
-4.997753192968253e-07
3.677598984470481e-06
7.629728803609806e-06
1.273301222027365e-05
-8.364376194470747e-06
1.555352781641632e-05
6.87333629331509e-06
1.321116446696986e-05
3.219906316334375e-06
1.988630080094343e-05
5.346277255208903e-06
-1.0581661759812918e-06
3.952191399287396e-07
9.693411645753453e-06
2.6306039653824282e-08
8.9752574646107e-06
7.492966301873272e-07
4.350195211777025e-06
-1.622780625090342e-05
-3.3173357653798532e-06
1.4961574688861333e-07
7.414714608311615e-06
1.2121130450582007e-05
1.2144730338283534e-05
1.566601386432305e-05
-3.447301488642399e-06
6.890572056684928e-06
1.2442179326672967e-06
2.6657906322688663e-06
1.5608283597024018e-05
-2.226735611313245e-06
1.4765658015290854e-05
-3.479271544862171e-06
3.2571051488656805e-06
1.4582000160894678e-05
7.436733277217214e-06
1.728303007192943e-05
-5.07411751986781e-06
-6.452260701083774e-06
1.1681734576043934e-06
5.940255400716242e-06
4.93291142382558e-06
6.260591778486515e-07
1.645966349612296e-05
1.4375365727042245e-07
6.035481192278983e-06
7.742426548275975e-06
1.62912306682066e-05
-6.376883607481841e-07
1.7949168713533894e-05
-1.3668226280098036e-05
4.334471520280476e-06
4.095144334875427e-06
2.499014119041587e-06
3.237966456708908e-06
1.9120782983760446e-06
-1.8044404212659745e-05
1.2450173777950117e-05
8.967196534646309e-06
-3.437434056480188e-06
2.5382533034314667e-06
-4.457920653082522e-06
2.35960159723162e-05
1.4750382668880584e-05
2.5774095098135046e-06
8.541400626814235e-06
1.6513928288281353e-05
3.535068686532907e-06
1.169966437181152e-05
-1.3659210708368862e-05
-4.996587914339139e-07
9.82081781063424e-06
8.95996447431764e-06
8.73157688068045e-06
5.347937811294197e-06
6.949353441897966e-06
-6.388782427025616e-06
-2.4948243501057803e-06
-1.10197921398241e-05
1.0377752776384414e-05
1.2213277270097883e-05
9.066849988675551e-07
-1.1345215731993915e-06
3.258023407653152e-06
-3.5018887193842925e-07
5.2069246035832555e-06
9.45956580890017e-06
1.0004314433528391e-05
9.641113355735156e-06
-8.296983673088538e-07
-5.559076727768275e-07
7.641727257901247e-06
2.1208371194754202e-05
1.0386205948144225e-05
9.616037626641244e-06
5.922440634623593e-06
-1.897385528834616e-06
3.6870014142867777e-06
4.1399490586553975e-06
-3.687032407680985e-06
-7.82950089004816e-06
3.984469153879103e-06
2.594861989850541e-07
-1.11759297472913e-07
8.945020651517272e-06
6.059147431694665e-08
-3.71652596076542e-06
1.4861927982257891e-06
1.1791979750831647e-05
-4.925192228146574e-06
-4.1505615360817737e-07
3.27597132036108e-07
-3.206016577192699e-06
9.427127364134176e-06
3.2888176955063666e-06
5.3821797028843365e-06
-6.639259339487994e-06
-3.964539028345106e-06
5.3568732170401265e-06
4.883968319614802e-06
-1.877729313275513e-06
-6.14684785958609e-06
3.4909859520516936e-06
-1.467895085333081e-05
7.162660577661896e-06
-4.829003914945351e-07
1.0400840666417508e-05
1.075827916490248e-06
5.253758707513282e-06
1.1808358970061813e-05
1.7401164273412163e-05
4.853939865792373e-06
1.181253036316044e-06
6.81082108096402e-06
-1.0720325478412391e-06
-7.630495018399391e-07
3.5285974127098152e-06
-1.102332677968409e-06
-1.0067640161834255e-05
5.912945892933518e-06
8.116681270791839e-07
1.3118503787591744e-05
-6.047706568025413e-06
-4.818154413317987e-06
-9.906575244621456e-07
1.0283449874701198e-05
8.316782746040095e-06
-1.6094819852278057e-06
-5.819628794869269e-06
6.747615712771666e-06
-4.491814383110475e-06
-2.1128252393420917e-06
1.1842328283939923e-05
4.717335105066834e-06
1.101437170381461e-05
1.2653136874265512e-05
1.4131201237452824e-06
-6.74210606930629e-06
1.4361697190364418e-06
5.451517019471928e-06
-4.82711476330835e-07
-1.017551169273441e-05
-1.244217596256502e-06
5.8845861428328226e-06
1.5977508861568652e-05
-1.7920128230247257e-06
6.404114704545612e-06
-4.138581309917846e-06
1.2223239075653851e-06
6.093917414167934e-06
-1.097352624118446e-05
2.465271902137254e-05
1.5688179364334631e-06
5.683542208934529e-06
4.596766987727825e-06
7.736264715440073e-07
1.3101640240920405e-05
2.5373557447958116e-06
-4.544846297584013e-06
-3.377695134870747e-06
-2.237106346634412e-06
1.2495404389057311e-05
6.353043873304172e-07
6.593827221016833e-08
8.459827105115734e-06
-9.273304655602901e-07
-7.910503144390111e-06
-4.1273195037926776e-06
4.169244210383396e-07
3.0524478256998978e-06
1.1649677630169152e-05
6.4722093529308745e-06
3.1766869765872727e-06
8.722740508230878e-06
-5.295754625189663e-06
4.162384596480297e-06
1.3269035234118225e-05
4.95530141422952e-06
1.838929081063285e-05
-7.4159615256499046e-06
-1.8386009817278954e-06
4.410856565803332e-06
6.286278386979998e-06
1.8282310471977112e-05
3.6149973008432387e-06
1.0815684475080772e-05
2.1026192916326203e-06
1.7726384970353517e-06
2.2556022710775206e-07
